,YEAR,COUNTY,EVENT_TYPE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM
40681,2017,Humboldt,Winter Weather,0,0,0
40683,2017,Humboldt,Winter Weather,0,0,0
40684,2017,Inyo,High Wind,0,0,0
40685,2017,Placer,High Wind,0,0,0
40686,2017,Mono,High Wind,0,0,0
40687,2017,Sierra,High Wind,0,0,0
40688,2017,Modoc,High Wind,0,0,0
40689,2017,San Diego,High Wind,0,0,0
40690,2017,Santa Cruz,Strong Wind,0,0,0
40691,2017,Humboldt,Winter Weather,0,0,0
40695,2017,Orange,Dense Fog,0,0,0
40696,2017,Orange,Dense Fog,0,0,0
40697,2017,San Diego,Dense Fog,0,0,0
40698,2017,Orange,Dense Fog,0,0,0
40699,2017,Yuba,Heavy Rain,0,0,0
40700,2017,Yuba,Flood,0,0,0
40701,2017,Yuba,Flood,0,0,0
40702,2017,Yuba,Flood,0,0,0
40703,2017,Humboldt,Dense Fog,0,0,0
40705,2017,San Diego,Dense Fog,0,0,0
40714,2017,San Diego,Heat,0,0,0
40715,2017,San Bernardino,Heat,0,0,0
40717,2017,Sonoma,Wildfire,0,0,0
40718,2017,Siskiyou,Frost/Freeze,0,0,0
40720,2017,Yuba,Wildfire,4,0,0
40721,2017,Sonoma,High Wind,0,0,0
40722,2017,Sonoma,Strong Wind,0,0,0
40723,2017,Los Angeles,High Wind,0,0,0
40724,2017,Solano,Wildfire,0,0,0
40725,2017,Sonoma,Wildfire,0,0,0
40726,2017,Sonoma,Wildfire,0,0,0
40727,2017,Sonoma,Wildfire,0,0,0
40728,2017,Inyo,High Wind,0,0,0
40729,2017,Mendocino,Wildfire,8,1,38400000
40730,2017,Orange,Coastal Flood,0,0,25000
40731,2017,San Diego,High Surf,0,0,0
40732,2017,Santa Clara,High Wind,0,0,0
40733,2017,Orange,Rip Current,1,0,0
40734,2017,Ventura,High Wind,0,0,0
40735,2017,Ventura,High Wind,0,0,0
40736,2017,Mono,High Wind,0,0,0
40737,2017,San Francisco,Rip Current,0,0,0
40738,2017,San Diego,High Surf,0,0,0
40739,2017,Orange,High Surf,0,0,0
40740,2017,Siskiyou,Frost/Freeze,0,0,0
40741,2017,Siskiyou,Frost/Freeze,0,0,0
40742,2017,Siskiyou,Frost/Freeze,0,0,0
40743,2017,Sonoma,High Wind,0,0,0
40744,2017,Siskiyou,Frost/Freeze,0,0,0
40745,2017,Los Angeles,High Wind,0,0,0
40746,2017,San Bernardino,High Wind,0,0,0
40747,2017,Orange,Wildfire,0,0,25000000
40749,2017,San Diego,High Wind,0,0,0
40750,2017,Los Angeles,High Wind,0,0,0
40751,2017,San Bernardino,Strong Wind,0,0,20000
40752,2017,Siskiyou,Frost/Freeze,0,0,0
40753,2017,Siskiyou,Frost/Freeze,0,0,0
40754,2017,Siskiyou,Frost/Freeze,0,0,0
40755,2017,Siskiyou,Frost/Freeze,0,0,0
40756,2017,Yuba,Hail,0,0,0
40757,2017,Yolo,Heavy Rain,0,0,0
40758,2017,Yuba,Winter Weather,0,0,0
40760,2017,Yuba,Winter Weather,0,0,0
40763,2017,Riverside,Funnel Cloud,0,0,0
40764,2017,Los Angeles,High Wind,0,0,0
40765,2017,Los Angeles,High Wind,0,0,0
40766,2017,Ventura,High Wind,0,0,0
40767,2017,Santa Barbara,High Wind,0,0,0
40768,2017,Inyo,High Wind,0,0,5000
40769,2017,San Bernardino,High Wind,0,0,0
40770,2017,San Bernardino,High Wind,0,0,0
40771,2017,Riverside,High Wind,0,1,50000
40774,2017,Siskiyou,Funnel Cloud,0,0,0
40775,2017,San Bernardino,Lightning,0,0,0
40776,2017,Del Norte,High Wind,0,0,0
40777,2017,Del Norte,High Wind,0,0,0
40778,2017,Siskiyou,Frost/Freeze,0,0,0
40779,2017,Yuba,Flood,0,0,0
40780,2017,Yuba,Flood,0,0,0
40781,2017,Yuba,Flood,0,0,0
40782,2017,Yuba,Flood,0,0,0
40783,2017,Yuba,Flood,0,0,0
40784,2017,Yuba,Flood,0,0,0
40788,2017,Mendocino,Thunderstorm Wind,0,0,1000000
40790,2017,San Diego,Hail,0,0,0
40791,2017,Mendocino,Hail,0,0,0
40792,2017,Trinity,Thunderstorm Wind,0,0,20000
40793,2017,Placer,High Wind,0,0,0
40794,2017,Riverside,High Wind,0,0,50000
40795,2017,Santa Cruz,High Surf,0,0,0
40799,2017,Placer,High Wind,0,0,0
40800,2017,Humboldt,High Wind,0,0,0
40802,2017,Yuba,Winter Storm,0,0,0
40803,2017,Yuba,Heavy Rain,0,0,0
40805,2017,Tehama,Winter Storm,0,0,0
40806,2017,San Diego,Heavy Rain,0,0,0
40808,2017,Riverside,Heavy Rain,0,0,0
40809,2017,Placer,Heavy Snow,0,0,0
40810,2017,San Diego,Heavy Rain,0,0,0
40811,2017,Tehama,Heavy Rain,0,0,0
40813,2017,Mono,Heavy Snow,0,0,0
40814,2017,Tehama,Heavy Rain,0,0,0
40815,2017,Riverside,Heavy Rain,0,0,0
40817,2017,Orange,Heat,0,0,0
40818,2017,San Diego,Heat,0,0,0
40819,2017,San Diego,Heat,0,0,0
40820,2017,San Diego,Heat,0,0,0
40821,2017,Riverside,Heat,0,0,0
40822,2017,Orange,Heat,0,0,0
40823,2017,Orange,Heat,0,0,0
40825,2017,San Bernardino,Heat,0,0,0
40830,2017,Tuolumne,Heavy Rain,0,0,0
40834,2017,Yolo,Heavy Rain,0,0,0
40835,2017,Placer,Heavy Snow,0,0,0
40837,2017,San Diego,Excessive Heat,0,0,0
40838,2017,Orange,High Surf,0,0,0
40839,2017,San Diego,Excessive Heat,0,0,0
40840,2017,San Bernardino,Excessive Heat,0,0,0
40841,2017,Orange,Excessive Heat,0,0,0
40842,2017,Orange,Excessive Heat,0,0,0
40843,2017,San Diego,Excessive Heat,0,0,0
40844,2017,Orange,Excessive Heat,0,0,0
40845,2017,San Francisco,High Surf,0,0,0
40850,2017,Yuba,Winter Weather,0,0,0
40854,2017,Orange,Excessive Heat,0,0,0
40855,2017,San Bernardino,Excessive Heat,0,0,0
40856,2017,San Diego,Excessive Heat,0,0,0
40860,2017,Placer,High Wind,0,0,0
40861,2017,Placer,High Wind,0,0,0
40862,2017,Humboldt,High Wind,0,0,0
40863,2017,Siskiyou,High Wind,0,0,0
40864,2017,Del Norte,High Wind,0,0,0
40865,2017,Los Angeles,Hail,0,0,0
40866,2017,Placer,Heavy Snow,0,0,0
40867,2017,Monterey,Rip Current,0,0,0
40868,2017,Orange,Dense Fog,0,0,0
40869,2017,San Diego,Dense Fog,0,0,0
40870,2017,Orange,Heat,0,0,0
40871,2017,San Diego,Heat,0,0,0
40872,2017,Orange,Excessive Heat,0,0,0
40873,2017,San Diego,Excessive Heat,0,0,0
40874,2017,Inyo,High Wind,0,0,35000
40877,2017,Inyo,High Wind,0,0,40000
40878,2017,Yolo,Excessive Heat,1,0,0
40879,2017,Yolo,Excessive Heat,1,0,0
40880,2017,Yolo,Excessive Heat,4,0,0
40881,2017,San Diego,Heat,0,8,0
40882,2017,Yuba,Excessive Heat,2,2,0
40883,2017,San Diego,Dense Fog,0,0,0
40884,2017,Modoc,Frost/Freeze,0,0,0
40886,2017,Yuba,Winter Weather,0,0,0
40890,2017,San Diego,Heavy Rain,0,0,0
40891,2017,Inyo,High Wind,0,0,0
40894,2017,Yolo,Hail,0,0,1000
40895,2017,San Bernardino,Hail,0,0,0
40898,2017,San Diego,Heat,0,4,0
40899,2017,San Diego,Heat,0,5,0
40900,2017,San Diego,Excessive Heat,0,0,0
40901,2017,Riverside,Excessive Heat,0,0,0
40902,2017,Trinity,Flood,0,0,500000
40903,2017,Tuolumne,Flood,0,0,0
40904,2017,Santa Barbara,Thunderstorm Wind,0,0,0
40906,2017,Santa Clara,Heat,0,0,0
40914,2017,Contra Costa,Heat,0,0,0
40915,2017,Contra Costa,Heat,0,0,0
40918,2017,San Diego,Flood,0,0,0
40919,2017,San Bernardino,Wildfire,0,0,0
40920,2017,San Bernardino,Wildfire,0,0,0
40921,2017,San Diego,High Wind,0,0,0
40926,2017,Los Angeles,High Wind,0,0,0
40931,2017,San Bernardino,High Wind,0,0,0
40933,2017,San Bernardino,High Wind,0,0,0
40934,2017,San Bernardino,High Wind,0,0,0
40935,2017,Lake,Funnel Cloud,0,0,0
40937,2017,San Diego,Heavy Snow,0,0,0
40939,2017,Yolo,Debris Flow,0,0,0
40941,2017,San Diego,Flood,0,0,0
40942,2017,San Bernardino,Strong Wind,0,0,5000
40943,2017,Orange,Coastal Flood,0,0,10000
40944,2017,San Bernardino,Wildfire,0,0,0
40945,2017,San Bernardino,Winter Weather,0,0,0
40946,2017,Ventura,Debris Flow,0,0,10000000
40950,2017,Contra Costa,Strong Wind,0,0,1000
40951,2017,Mono,Flood,0,1,10000
40952,2017,Sierra,Tornado,0,0,0
40953,2017,Riverside,Winter Weather,0,0,0
40956,2017,Tuolumne,Flood,0,0,0
40958,2017,Siskiyou,Debris Flow,0,0,0
40959,2017,San Bernardino,Flood,0,0,0
40960,2017,Modoc,Debris Flow,0,0,0
40961,2017,Modoc,Flood,0,0,0
40962,2017,Shasta,Flood,0,0,0
40964,2017,Siskiyou,Flash Flood,0,0,0
40965,2017,Los Angeles,Flood,0,0,0
40967,2017,Modoc,Debris Flow,0,0,0
40969,2017,Modoc,Flood,0,0,0
40970,2017,Monterey,High Wind,0,0,0
40971,2017,Los Angeles,Debris Flow,0,0,0
40972,2017,Shasta,Flood,0,0,0
40973,2017,Modoc,Flood,0,0,0
40974,2017,Santa Cruz,High Wind,0,0,0
40975,2017,Shasta,Flood,0,0,0
40977,2017,Los Angeles,Flood,0,0,0
40978,2017,Modoc,Flood,0,0,0
40980,2017,Siskiyou,Debris Flow,0,0,0
40981,2017,Shasta,Flood,0,0,0
40983,2017,Shasta,Debris Flow,0,0,0
40984,2017,Santa Clara,High Wind,0,0,0
40986,2017,Santa Cruz,High Wind,0,0,0
40988,2017,Siskiyou,Debris Flow,0,0,0
40989,2017,Santa Cruz,High Wind,0,0,0
40990,2017,Los Angeles,Debris Flow,0,0,0
40991,2017,Shasta,Debris Flow,0,0,0
40992,2017,Sonoma,High Wind,0,0,0
40993,2017,Santa Cruz,High Wind,0,0,0
40994,2017,Santa Cruz,High Wind,0,0,0
40995,2017,Modoc,Flood,0,0,0
40996,2017,Modoc,Flood,0,0,0
40997,2017,Ventura,Flood,0,0,0
40998,2017,Los Angeles,Debris Flow,0,0,0
40999,2017,Modoc,Flood,0,0,0
41000,2017,Los Angeles,Debris Flow,0,0,0
41001,2017,Modoc,Flood,0,0,0
41002,2017,Modoc,Flood,0,0,0
41003,2017,Modoc,Flood,0,0,0
41004,2017,Modoc,Flood,0,0,0
41005,2017,Modoc,Flood,0,0,0
41006,2017,Santa Cruz,High Wind,0,0,0
41009,2017,San Diego,Strong Wind,0,0,300000
41010,2017,Mono,Flood,0,0,10000
41011,2017,Riverside,Excessive Heat,0,0,0
41012,2017,Riverside,Excessive Heat,1,0,0
41013,2017,Trinity,Flood,0,0,0
41014,2017,Modoc,Heavy Snow,0,0,0
41015,2017,Modoc,Flood,0,0,0
41016,2017,Siskiyou,Debris Flow,0,0,0
41017,2017,Yolo,Debris Flow,0,0,6500000
41018,2017,Shasta,Flood,0,0,0
41019,2017,Modoc,Flood,0,0,0
41020,2017,Modoc,Flood,0,0,0
41021,2017,Los Angeles,Debris Flow,0,0,0
41022,2017,Modoc,Debris Flow,0,0,0
41023,2017,Siskiyou,Debris Flow,0,0,0
41025,2017,Yuba,Flood,0,0,0
41026,2017,Sonoma,High Wind,0,0,0
41027,2017,Yuba,High Wind,0,0,0
41028,2017,Santa Cruz,Strong Wind,0,0,0
41030,2017,Siskiyou,Flood,0,0,0
41032,2017,Modoc,Debris Flow,0,0,0
41033,2017,Shasta,Debris Flow,0,0,0
41036,2017,Modoc,Debris Flow,0,0,0
41038,2017,San Diego,Heavy Rain,0,0,0
41043,2017,Tuolumne,Drought,0,0,0
41044,2017,San Diego,Dense Fog,0,0,0
41048,2017,Orange,Dense Fog,0,0,0
41050,2017,Yolo,Heavy Rain,0,0,0
41052,2017,Yolo,Heavy Rain,0,0,0
41053,2017,Yolo,Heavy Rain,0,0,0
41054,2017,Yuba,Winter Storm,0,0,0
41055,2017,Yuba,Drought,0,0,0
41056,2017,San Diego,Heavy Rain,0,0,0
41057,2017,San Diego,Dense Fog,0,0,0
41059,2017,Los Angeles,Flood,0,0,0
41060,2017,Mono,Flood,0,0,50000
41061,2017,Mono,Flood,0,0,5000000
41062,2017,San Diego,Strong Wind,0,0,100000
41063,2017,Mono,Flood,0,0,0
41064,2017,Mono,Flood,0,0,10000
41065,2017,Mono,Flood,0,0,5000
41067,2017,Mono,Flood,0,0,0
41068,2017,Mono,Flood,0,0,10000
41075,2017,Mono,Flood,0,0,10000
41076,2017,Inyo,High Wind,0,0,5000
41077,2017,Tuolumne,Flood,0,0,0
41078,2017,Santa Barbara,Flood,0,0,0
41080,2017,Yuba,Heavy Rain,0,0,0
41081,2017,Yolo,Heavy Rain,0,0,0
41082,2017,Yuba,Heavy Rain,0,0,0
41083,2017,Yuba,Flood,0,0,0
41089,2017,San Diego,Debris Flow,0,0,0
41091,2017,Inyo,High Wind,0,0,0
41093,2017,Santa Cruz,High Wind,0,0,0
41094,2017,Ventura,Flood,0,0,0
41096,2017,San Diego,Heavy Rain,0,0,0
41097,2017,Del Norte,High Wind,0,0,0
41099,2017,Tuolumne,Flash Flood,0,0,1000
41100,2017,Tuolumne,Flood,0,0,0
41101,2017,San Diego,Flood,0,0,20000
41102,2017,Tuolumne,Flood,0,0,0
41103,2017,San Diego,Flood,0,0,0
41104,2017,San Diego,Flood,0,0,2000
41105,2017,San Diego,Flood,0,0,0
41106,2017,Humboldt,High Wind,0,0,0
41107,2017,Tuolumne,Flood,0,0,0
41108,2017,Tuolumne,Heavy Rain,0,0,0
41109,2017,Tuolumne,Flood,0,0,0
41110,2017,Tuolumne,Flood,0,0,0
41111,2017,Tuolumne,Flood,0,0,0
41112,2017,Tuolumne,Flood,0,0,0
41113,2017,Yolo,Heavy Rain,0,0,0
41114,2017,Yolo,Heavy Rain,0,0,0
41115,2017,Santa Barbara,Flood,0,0,0
41116,2017,San Bernardino,High Wind,0,0,0
41117,2017,San Bernardino,High Wind,0,0,0
41118,2017,Riverside,High Wind,0,1,50000
41121,2017,Riverside,Hail,0,0,0
41122,2017,Sierra,Heavy Snow,0,0,0
41123,2017,Santa Clara,Strong Wind,0,0,0
41125,2017,Contra Costa,Strong Wind,0,0,0
41126,2017,Shasta,Flood,0,0,0
41127,2017,Santa Clara,Strong Wind,0,0,5000
41128,2017,Santa Clara,High Surf,0,0,0
41129,2017,Siskiyou,Heavy Snow,0,0,0
41130,2017,Yuba,Heavy Snow,0,0,0
41132,2017,Santa Clara,Strong Wind,0,0,0
41134,2017,Santa Clara,Strong Wind,0,0,0
41135,2017,Santa Clara,Strong Wind,0,0,0
41136,2017,Humboldt,High Wind,0,0,0
41138,2017,Los Angeles,Debris Flow,0,0,0
41139,2017,Siskiyou,Heavy Snow,0,0,0
41142,2017,Tuolumne,Heavy Rain,0,0,0
41143,2017,Tuolumne,Flash Flood,0,0,0
41147,2017,Tuolumne,Funnel Cloud,0,0,0
41148,2017,Yuba,Winter Weather,0,0,0
41153,2017,Siskiyou,Hail,0,0,0
41154,2017,Sonoma,Extreme Cold/Wind Chill,0,0,0
41155,2017,Siskiyou,Heavy Snow,0,0,0
41156,2017,Shasta,Debris Flow,0,0,0
41157,2017,Del Norte,High Wind,0,0,0
41158,2017,Siskiyou,High Wind,0,0,0
41159,2017,Ventura,High Wind,0,0,0
41160,2017,Los Angeles,High Wind,0,0,0
41161,2017,Riverside,High Wind,0,0,2000
41162,2017,Riverside,High Wind,0,0,2000
41163,2017,Riverside,High Wind,0,0,0
41164,2017,Riverside,High Wind,0,1,5000
41165,2017,Riverside,High Wind,0,0,0
41166,2017,Santa Barbara,High Wind,0,0,0
41167,2017,San Bernardino,Dust Storm,0,0,0
41168,2017,San Bernardino,High Wind,0,0,0
41169,2017,Inyo,Dust Storm,0,0,0
41171,2017,Riverside,High Wind,0,0,0
41172,2017,San Bernardino,High Wind,0,0,0
41173,2017,Riverside,High Wind,0,0,50000
41174,2017,Riverside,High Wind,0,0,0
41175,2017,San Diego,High Wind,0,0,25000
41176,2017,Santa Barbara,High Wind,0,0,0
41177,2017,Yolo,Strong Wind,0,0,25000
41178,2017,Yolo,Strong Wind,0,0,30000
41179,2017,Del Norte,High Wind,0,0,0
41181,2017,Santa Clara,Strong Wind,0,0,0
41182,2017,Santa Cruz,Strong Wind,0,0,0
41183,2017,Mono,Heavy Snow,0,0,0
41184,2017,San Benito,Strong Wind,0,0,0
41185,2017,San Francisco,Strong Wind,0,0,0
41186,2017,Santa Cruz,High Wind,0,0,0
41187,2017,Santa Clara,High Wind,0,0,0
41188,2017,Sonoma,Strong Wind,0,0,0
41190,2017,Sonoma,High Wind,0,0,0
41191,2017,Humboldt,High Wind,0,0,0
41192,2017,Siskiyou,Heavy Snow,0,0,0
41193,2017,Humboldt,High Wind,0,0,0
41194,2017,Tuolumne,Drought,0,0,0
41195,2017,Yuba,Drought,0,0,0
41197,2017,Modoc,Flood,0,0,0
41198,2017,San Bernardino,Debris Flow,0,0,0
41199,2017,Santa Clara,High Wind,0,0,0
41200,2017,Inyo,High Wind,0,0,0
41201,2017,Humboldt,Winter Weather,0,0,0
41202,2017,Humboldt,Winter Weather,0,0,0
41203,2017,Humboldt,Winter Weather,0,0,0
41204,2017,Inyo,High Wind,0,0,20000
41205,2017,San Bernardino,Dust Storm,0,0,0
41206,2017,San Bernardino,High Wind,0,0,0
41207,2017,Placer,High Wind,0,0,0
41208,2017,Riverside,Strong Wind,0,0,10000
41209,2017,Riverside,High Wind,0,0,0
41216,2017,San Diego,High Wind,0,0,0
41218,2017,Mono,High Wind,0,0,0
41219,2017,Modoc,High Wind,0,0,0
41220,2017,San Diego,Wildfire,0,0,30000000
41221,2017,San Diego,High Wind,0,0,0
41222,2017,San Bernardino,High Wind,0,0,0
41223,2017,San Diego,High Wind,0,0,0
41224,2017,San Bernardino,High Wind,0,0,0
41225,2017,San Diego,High Wind,0,0,0
41226,2017,Yolo,Strong Wind,0,2,10000
41227,2017,Sierra,High Wind,0,0,0
41228,2017,Yolo,Strong Wind,0,0,100000
41230,2017,Sonoma,Strong Wind,0,0,0
41231,2017,Sonoma,Strong Wind,0,0,0
41232,2017,Santa Clara,Strong Wind,0,0,0
41233,2017,Santa Clara,Strong Wind,0,0,0
41234,2017,Santa Cruz,Strong Wind,0,0,0
41235,2017,San Diego,High Wind,0,0,0
41236,2017,Santa Barbara,High Wind,0,0,0
41237,2017,San Diego,Strong Wind,0,0,30000
41240,2017,Santa Barbara,High Wind,0,0,0
41241,2017,San Benito,High Wind,0,0,0
41242,2017,San Benito,High Wind,0,0,0
41243,2017,Monterey,High Wind,0,0,0
41244,2017,San Benito,High Wind,0,0,0
41246,2017,Monterey,High Wind,0,0,0
41247,2017,Tuolumne,Strong Wind,0,0,10000
41248,2017,Los Angeles,Debris Flow,0,0,0
41250,2017,San Bernardino,High Wind,0,0,0
41251,2017,San Benito,High Wind,0,0,0
41252,2017,San Benito,High Wind,0,0,0
41253,2017,Humboldt,Flood,0,0,0
41256,2017,Santa Cruz,High Wind,0,0,0
41258,2017,Solano,Strong Wind,0,0,15000
41259,2017,Tuolumne,Strong Wind,0,0,100000
41260,2017,San Diego,Dense Fog,0,0,0
41262,2017,Humboldt,Dense Fog,0,0,0
41263,2017,Orange,Dense Fog,0,0,0
41264,2017,San Diego,Dense Fog,0,0,0
41265,2017,Orange,Dense Fog,0,0,0
41266,2017,Ventura,Heavy Rain,0,0,1250000
41267,2017,Yolo,Strong Wind,0,0,100000
41268,2017,Tehama,Heavy Rain,0,0,600000
41269,2017,Ventura,Heavy Rain,0,0,1200000
41270,2017,Ventura,Heavy Rain,0,0,6000000
41271,2017,Siskiyou,High Wind,0,0,0
41272,2017,Modoc,High Wind,0,0,0
41273,2017,Humboldt,Flood,0,0,0
41275,2017,Inyo,Heavy Snow,0,0,0
41276,2017,Tehama,Heavy Rain,0,0,6000000
41277,2017,San Bernardino,High Wind,0,0,2000
41278,2017,San Bernardino,High Wind,0,0,1000
41279,2017,San Diego,High Wind,0,0,30000
41280,2017,Sierra,High Wind,0,0,0
41281,2017,Sierra,High Wind,0,0,0
41282,2017,Sierra,High Wind,0,0,0
41283,2017,Placer,High Wind,0,0,0
41284,2017,Mono,Heavy Snow,0,0,0
41285,2017,Mono,High Wind,0,0,0
41287,2017,Modoc,High Wind,0,0,0
41288,2017,Santa Clara,Strong Wind,0,0,0
41290,2017,Santa Clara,Strong Wind,0,0,0
41291,2017,Los Angeles,Flood,0,0,0
41293,2017,Monterey,Strong Wind,0,0,0
41296,2017,Sonoma,Strong Wind,0,0,0
41298,2017,Sierra,High Wind,0,0,0
41299,2017,Orange,Dense Fog,0,0,0
41303,2017,San Bernardino,Heat,0,0,0
41304,2017,Orange,Heat,0,0,0
41305,2017,Orange,Heat,0,0,0
41306,2017,Riverside,Heat,0,0,0
41307,2017,San Diego,Dense Fog,0,0,0
41308,2017,San Diego,Heat,0,0,0
41309,2017,San Diego,Heat,0,0,0
41310,2017,Orange,Heat,0,0,0
41311,2017,San Bernardino,Heat,0,0,0
41312,2017,San Diego,Heat,0,0,0
41315,2017,San Diego,Dense Fog,0,0,0
41316,2017,San Diego,Heat,0,0,0
41320,2017,Los Angeles,High Wind,0,0,0
41321,2017,Ventura,High Wind,0,0,0
41322,2017,Los Angeles,High Wind,0,0,0
41323,2017,Orange,High Wind,0,0,15000
41324,2017,San Diego,High Wind,0,0,0
41326,2017,Los Angeles,High Wind,0,0,0
41327,2017,Ventura,Wildfire,1,0,0
41328,2017,Ventura,High Wind,0,0,0
41333,2017,Los Angeles,High Wind,0,0,0
41334,2017,Ventura,High Wind,0,0,0
41335,2017,San Diego,High Wind,0,0,30000
41336,2017,San Bernardino,High Wind,0,0,500000
41337,2017,Ventura,Wildfire,1,0,0
41338,2017,Santa Barbara,Wildfire,1,0,0
41339,2017,Santa Barbara,Wildfire,1,0,0
41340,2017,San Bernardino,High Wind,0,0,2000
41343,2017,Riverside,High Wind,0,0,0
41344,2017,San Diego,High Wind,0,0,0
41351,2017,Inyo,High Wind,0,0,1000
41356,2017,Ventura,Wildfire,1,0,0
41357,2017,Humboldt,Flood,0,0,50000
41358,2017,Humboldt,Flood,0,0,0
41359,2017,Santa Barbara,High Wind,0,0,0
41360,2017,Monterey,High Wind,0,0,0
41362,2017,San Benito,High Wind,0,0,0
41364,2017,Yuba,Debris Flow,0,0,0
41366,2017,Los Angeles,Flood,0,0,0
41367,2017,Yuba,Flash Flood,0,0,0
41368,2017,Modoc,Flash Flood,0,0,0
41370,2017,Shasta,Flood,0,0,0
41371,2017,Ventura,Flood,0,0,0
41372,2017,Ventura,Flood,0,0,0
41374,2017,Santa Cruz,High Wind,0,0,0
41375,2017,Los Angeles,Flood,0,0,0
41377,2017,Ventura,Debris Flow,0,0,0
41378,2017,Shasta,Flood,0,0,0
41379,2017,Tuolumne,Flood,0,0,0
41380,2017,Ventura,Debris Flow,0,0,0
41381,2017,Santa Cruz,High Wind,0,0,0
41382,2017,Santa Cruz,High Wind,0,0,0
41383,2017,Shasta,Flood,0,0,0
41384,2017,Inyo,Heavy Snow,0,0,0
41385,2017,San Diego,Heavy Rain,0,0,0
41386,2017,Ventura,Flash Flood,0,0,0
41388,2017,Ventura,Flood,0,0,0
41391,2017,Ventura,Debris Flow,0,0,0
41392,2017,Monterey,High Wind,0,0,0
41395,2017,Ventura,Flood,0,0,0
41396,2017,Modoc,Debris Flow,0,0,0
41397,2017,Ventura,Debris Flow,0,0,0
41398,2017,Santa Cruz,High Wind,0,0,0
41399,2017,San Benito,High Wind,0,0,0
41401,2017,Contra Costa,High Wind,0,0,0
41402,2017,Santa Clara,High Wind,0,0,0
41403,2017,Santa Cruz,High Wind,0,0,0
41404,2017,Santa Cruz,High Wind,0,0,0
41406,2017,Monterey,High Wind,0,0,0
41407,2017,Santa Cruz,High Wind,0,0,0
41408,2017,Yuba,Flood,0,0,0
41409,2017,Modoc,Flash Flood,0,0,0
41410,2017,Modoc,Flood,0,0,0
41411,2017,Los Angeles,Flash Flood,0,0,0
41413,2017,Modoc,Debris Flow,0,0,0
41414,2017,Siskiyou,Debris Flow,0,0,0
41415,2017,Siskiyou,Flash Flood,0,0,0
41416,2017,Santa Clara,High Wind,0,0,0
41419,2017,Siskiyou,Flood,0,0,0
41420,2017,Modoc,Flood,0,0,0
41422,2017,Santa Cruz,High Wind,0,0,0
41425,2017,Santa Cruz,High Wind,0,0,0
41426,2017,San Benito,High Wind,0,0,0
41427,2017,Santa Cruz,High Wind,0,0,0
41428,2017,Santa Cruz,High Wind,0,0,0
41429,2017,Siskiyou,Debris Flow,0,0,0
41430,2017,Santa Cruz,High Wind,0,0,0
41431,2017,Santa Cruz,High Wind,0,0,0
41432,2017,Los Angeles,Debris Flow,0,0,0
41433,2017,Yuba,Flood,0,0,0
41435,2017,Yuba,Flood,0,0,0
41436,2017,Siskiyou,Debris Flow,0,0,0
41437,2017,Ventura,Debris Flow,0,0,0
41438,2017,Modoc,Flood,0,0,0
41439,2017,Los Angeles,Debris Flow,0,0,0
41441,2017,Yuba,Winter Storm,0,0,0
41442,2017,Orange,Strong Wind,0,0,200000
41443,2017,Santa Barbara,High Wind,0,0,0
41444,2017,Santa Barbara,High Wind,0,0,0
41445,2017,Los Angeles,High Wind,0,0,0
41446,2017,San Diego,High Wind,0,0,0
41447,2017,San Bernardino,Heavy Snow,0,0,0
41448,2017,Siskiyou,Flash Flood,0,0,0
41449,2017,San Diego,High Surf,0,0,0
41450,2017,Mendocino,Flash Flood,0,0,0
41451,2017,Los Angeles,High Wind,0,0,0
41452,2017,Orange,High Surf,0,0,0
41453,2017,Sierra,Debris Flow,0,0,500000
41455,2017,Trinity,Flood,0,0,0
41456,2017,Sierra,Flash Flood,0,0,10000
41457,2017,Mendocino,Flash Flood,0,0,0
41458,2017,Los Angeles,High Wind,0,0,0
41459,2017,San Luis Obispo,Flash Flood,0,0,0
41460,2017,Orange,High Wind,0,0,75000
41462,2017,Monterey,High Wind,0,0,0
41464,2017,Santa Clara,High Wind,0,0,0
41465,2017,San Bernardino,High Wind,0,0,50000
41466,2017,San Diego,High Wind,1,0,7000000
41467,2017,Modoc,Heavy Rain,0,0,0
41468,2017,San Diego,High Wind,0,0,2000000
41470,2017,Monterey,High Wind,0,0,0
41471,2017,Santa Clara,Strong Wind,0,0,0
41473,2017,Monterey,High Wind,0,0,0
41475,2017,Sonoma,High Wind,0,0,0
41476,2017,Yolo,Flood,0,0,500000
41478,2017,Santa Clara,High Wind,0,0,0
41479,2017,Mendocino,Flash Flood,0,0,0
41480,2017,Los Angeles,Thunderstorm Wind,0,0,25000
41481,2017,Sierra,Flood,0,0,15000
41482,2017,Humboldt,High Wind,0,0,0
41483,2017,Modoc,High Wind,0,0,0
41484,2017,Placer,Heavy Snow,0,0,0
41485,2017,Yuba,Flood,0,0,0
41487,2017,Yuba,Flood,0,0,0
41488,2017,Humboldt,High Wind,0,0,0
41489,2017,Sierra,Heavy Snow,0,0,0
41490,2017,Riverside,Flood,0,0,0
41491,2017,Del Norte,High Wind,0,0,0
41492,2017,Mono,Heavy Snow,0,0,0
41493,2017,Humboldt,Flood,0,0,0
41494,2017,Ventura,Flash Flood,0,0,0
41495,2017,Los Angeles,Debris Flow,0,0,0
41496,2017,Siskiyou,Flood,0,0,0
41497,2017,Los Angeles,Debris Flow,0,0,0
